Order ID,Order Date,Destination Port,Carrier,TPT,Service Level,Ship ahead day count,Ship Late Day count,Customer,Product ID,Origin Plant,Unit quantity,Weight,Freight Rate,Minimum weight,Cost per unit,Total Cost,Supply,Demand
1447139375,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,1151,181.7,514.21,40,1.92,2209.7,457,173
1447308590,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,1404,227.2,642.98,15,1.92,2695.41,457,173
1447191271,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697884,PLANT16,662,74.1,209.7,65,1.92,1270.91,457,173
1447191284,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,836,80.43,227.62,45,1.92,1604.96,457,173
1447352426,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,2063,265.1,750.23,50,1.92,3960.56,457,173
1447211829,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,2114,267.1,755.89,250,1.92,4058.47,457,173
1447232833,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,2108,271.1,767.21,500,1.92,4046.95,457,173
1447205081,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,1120,112.6,318.66,100,1.92,2150.18,457,173
1447365980,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,706,61.8,174.89,40,1.92,1355.38,457,173
1447157118,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,889,107.88,305.3,20,1.92,1706.71,457,173
1447398413,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,1793,216.57,612.89,60,1.92,3442.21,457,173
1447377319,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,491,27.81,78.7,35,1.92,942.63,457,173
1447257239,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,1044,112.6,318.66,10,1.92,2004.28,457,173
1447368959,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,447,32.9,93.11,0,1.92,858.15,457,173
1447308591,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,328,13.36,37.81,55,1.92,629.7,457,173
1447398479,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,973,106.88,302.47,30,1.92,1867.97,457,173
1447377316,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,1179,129.14,365.47,25,1.92,2263.45,457,173
1447365993,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,814,74.25,210.13,5,1.92,1562.72,457,173
1447223051,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,1464,171.22,484.55,2000,1.92,2810.6,457,173
1447260686,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,347,6.18,17.49,70,1.92,666.17,457,173
1447299202,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,771,77.25,218.62,15,1.92,1480.17,457,173
1447330061,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,469,27.9,78.96,500,1.92,900.39,457,173
1447260670,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,382,15.45,43.72,2000,1.92,733.37,457,173
1447157119,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,507,43.17,122.17,0,1.92,973.34,457,173
1447205082,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,419,16.45,46.55,250,1.92,804.4,457,173
1447398412,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,452,33.9,95.94,100,1.92,867.75,457,173
1447257238,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,486,24.72,69.96,0,1.92,933.03,457,173
1447241003,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,729,60.8,172.06,2000,1.92,1399.54,457,173
1447398481,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,366,19.54,55.3,250,1.92,702.65,457,173
1447398420,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702653,PLANT16,539,43.26,122.43,100,1.92,1034.78,457,173
1447308592,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,304,9.27,26.23,500,1.92,583.62,457,173
1447241005,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,544,46.35,131.17,100,1.92,1044.38,457,173
1447191288,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,679,65.8,186.21,0,1.92,1303.55,457,173
1447232831,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,868,101.7,287.81,500,1.92,1666.39,457,173
1447377317,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702654,PLANT16,672,66.8,189.04,250,1.92,1290.11,457,173
1447211552,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,890,84.7,239.7,2000,1.92,1708.63,457,173
1447257266,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699336,PLANT16,801,78.34,221.7,5000,1.92,1537.77,457,173
1447365979,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1702652,PLANT16,605,46.35,131.17,1000,1.92,1161.48,457,173
1447299203,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1699337,PLANT16,897,89.7,253.85,0,1.92,1722.07,457,173
1447257425,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,840,83.4,236.02,500,1.92,1612.64,457,173
1447260633,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697883,PLANT16,631,50.68,143.42,10000,1.92,1211.4,457,173
1447296448,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,1287,15.4,43.58,100,1.92,2470.79,457,173
1447363577,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,3308,48.2,136.41,0,1.92,6350.72,457,173
1447320237,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,2233,31.26,88.47,250,1.92,4286.93,457,173
1447202431,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,1276,16.4,46.41,2000,1.92,2449.67,457,173
1447211553,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,1325,14.4,40.75,500,1.92,2543.74,457,173
1447219352,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,735,7.7,21.79,2000,1.92,1411.06,457,173
1447320235,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,1294,16.4,46.41,250,1.92,2484.23,457,173
1447158020,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,696,6.16,17.43,100,1.92,1336.19,457,173
1447260609,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,3333,42.2,119.43,500,1.92,6398.72,457,173
1447158014,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,2928,38.04,107.65,0,1.92,5621.2,457,173
1447191275,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,1279,14.4,40.75,500,1.92,2455.43,457,173
1447170786,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,1320,16.4,46.41,2000,1.92,2534.15,457,173
1447138897,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,2285,32.8,92.82,0,1.92,4386.76,457,173
1447240999,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,1819,23.1,65.37,250,1.92,3492.13,457,173
1447320234,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,339,1.54,4.36,100,1.92,650.81,457,173
1447351442,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,4302,66.6,188.48,0,1.92,8259.01,457,173
1447381680,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,3322,42.2,119.43,100,1.92,6377.6,457,173
1447178728,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,781,7.7,21.79,250,1.92,1499.37,457,173
1447398417,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1700035,PLANT16,3266,43.2,122.26,500,1.92,6270.09,457,173
1447191280,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2716,457.16,1293.76,2000,1.92,5214.2,457,173
1447308639,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,1498,245.08,693.58,100,1.92,2875.87,457,173
1447155061,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,617,54.52,154.29,2000,1.92,1184.52,457,173
1447155063,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,898,113.04,319.9,500,1.92,1723.99,457,173
1447260619,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,555,56.52,159.95,0,1.92,1065.49,457,173
1447398415,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,4377,820.44,2321.85,250,1.92,8403,457,173
1447191291,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,540,60.52,171.27,100,1.92,1036.7,457,173
1447202234,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,887,121.04,342.54,2000,1.92,1702.87,457,173
1447260620,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,1803,302.6,856.36,500,1.92,3461.41,457,173
1447143192,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,936,144.88,410.01,250,1.92,1796.94,457,173
1447241008,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2040,368.12,1041.78,0,1.92,3916.41,457,173
1447155059,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,3003,498.68,1411.26,2000,1.92,5765.18,457,173
1447232834,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2095,384.12,1087.06,500,1.92,4022,457,173
1447178730,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2034,337.12,954.05,100,1.92,3904.89,457,173
1447308638,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,973,136.88,387.37,0,1.92,1867.97,457,173
1447143211,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,529,37.68,106.63,250,1.92,1015.58,457,173
1447254054,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2992,525.68,1487.67,500,1.92,5744.06,457,173
1447170787,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2066,369.12,1044.61,250,1.92,3966.32,457,173
1447219267,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,3914,644.24,1823.2,2000,1.92,7514.13,457,173
1447296452,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,1222,164.56,465.7,100,1.92,2346,457,173
1447232836,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,3876,717.24,2029.79,0,1.92,7441.17,457,173
1447138895,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2079,345.12,976.69,2000,1.92,3991.28,457,173
1447178731,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,1136,184.56,522.3,500,1.92,2180.9,457,173
1447138905,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,3931,777.24,2199.59,250,1.92,7546.76,457,173
1447211523,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2393,434.64,1230.03,100,1.92,4594.1,457,173
1447364332,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,1655,257.76,729.46,0,1.92,3177.28,457,173
1447260626,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2078,345.12,976.69,0,1.92,3989.36,457,173
1447398418,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,946,148.88,421.33,250,1.92,1816.14,457,173
1447308588,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2120,335.12,948.39,100,1.92,4069.99,457,173
1447202440,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,1230,195.56,553.43,500,1.92,2361.36,457,173
1447351443,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2115,344.12,973.86,2000,1.92,4060.39,457,173
1447158021,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2045,346.12,979.52,2000,1.92,3926.01,457,173
1447316598,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,935,134.88,381.71,500,1.92,1795.02,457,173
1447155064,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2943,540.68,1530.12,250,1.92,5649.99,457,173
1447329979,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2936,567.68,1606.53,0,1.92,5636.55,457,173
1447191278,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2985,484.68,1371.64,100,1.92,5730.63,457,173
1447373139,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2938,521.68,1476.35,0,1.92,5640.39,457,173
1447363982,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,716,83.36,235.91,250,1.92,1374.58,457,173
1447211524,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,4464,813.28,2301.58,2000,1.92,8570.02,457,173
1447202439,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2109,331.12,937.07,500,1.92,4048.87,457,173
1447241230,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2978,504.68,1428.24,100,1.92,5717.19,457,173
1447143197,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696799,PLANT16,2100,333.12,942.73,500,1.92,4031.6,457,173
1447158022,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2066,341.12,965.37,0,1.92,3966.32,457,173
1447170790,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2972,508.68,1439.56,2000,1.92,5705.67,457,173
1447254059,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2069,348.12,985.18,100,1.92,3972.08,457,173
1447316597,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2233,404.8,1145.58,250,1.92,4286.93,457,173
1447381636,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1697317,PLANT16,2088,353.12,999.33,100,1.92,4008.56,457,173
1447178729,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,2665,417.92,1182.71,250,1.92,5116.29,457,173
1447202433,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,1961,308.36,872.66,500,1.92,3764.74,457,173
1447138903,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,2974,524.16,1483.37,0,1.92,5709.51,457,173
1447296449,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,2322,397.6,1125.21,2000,1.92,4457.79,457,173
1447296451,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,950,132.56,375.14,2000,1.92,1823.82,457,173
1447358736,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,1942,292.36,827.38,100,1.92,3728.27,457,173
1447202425,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,352,19.08,54,250,1.92,675.77,457,173
1447143196,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,1208,176.72,500.12,500,1.92,2319.13,457,173
1447202193,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,2117,293.44,830.44,0,1.92,4064.23,457,173
1447211522,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,2087,341.44,966.28,2000,1.92,4006.64,457,173
1447158025,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,3927,608.88,1723.13,500,1.92,7539.08,457,173
1447352432,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,4090,641.04,1814.14,100,1.92,7852.01,457,173
1447155058,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,3851,704.88,1994.81,0,1.92,7393.18,457,173
1447170794,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,3927,619.88,1754.26,250,1.92,7539.08,457,173
1447191283,26-05-2013,PORT09,V44_3,1,CRF,3,0,V55555_53,1696798,PLANT16,3845,676.88,1915.57,0.01,1.92,7381.66,457,173
1447306623,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699333,PLANT03,1529,3.008251427,8.51,0.51,0.52,791.26,1013,9040
1447306542,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,1495,2.653359699,7.51,1.01,0.52,773.67,1013,9040
1447392841,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,899,1.326679849,3.75,1.51,0.52,465.23,1013,9040
1447306544,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699268,PLANT03,1437,2.653359699,7.51,2.01,0.52,743.65,1013,9040
1447189596,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,1914,5.94,16.81,70.51,0.52,990.5,1013,9040
1447189595,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,1956,5.94,16.81,100,0.52,1012.23,1013,9040
1447189594,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,1964,5.94,16.81,456,0.52,1016.37,1013,9040
1447405924,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699584,PLANT03,1961,5.94,16.81,0.01,0.52,1014.82,1013,9040
1447306545,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699584,PLANT03,3624,11.82,33.45,0.51,0.52,1875.43,1013,9040
1447182455,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699562,PLANT03,4802,8.892328134,25.17,1.01,0.52,2485.04,1013,9040
1447320770,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699562,PLANT03,4871,8.892328134,25.17,1.51,0.52,2520.75,1013,9040
1447317000,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699562,PLANT03,1768,2.964109378,8.39,2.01,0.52,914.94,1013,9040
1447320724,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699564,PLANT03,10054,8.931931144,25.28,70.51,0.52,5202.96,1013,9040
1447306568,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699564,PLANT03,14988,13.39789672,37.92,100,0.52,7756.32,1013,9040
1447306638,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699564,PLANT03,10079,8.931931144,25.28,456,0.52,5215.9,1013,9040
1447399897,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,12802,10.8954652,30.83,500,0.52,6625.06,1013,9040
1447306541,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,5308,4.35818608,12.33,2000,0.52,2746.9,1013,9040
1447306622,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,10309,8.716372159,24.67,250,0.52,5334.93,1013,9040
1447320842,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699561,PLANT03,10235,8.716372159,24.67,0,0.52,5296.63,1013,9040
1447399895,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699561,PLANT03,10295,8.716372159,24.67,100,0.52,5327.68,1013,9040
1447320824,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699793,PLANT03,1910,5.92,16.75,2000,0.52,988.43,1013,9040
1447418501,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1700980,PLANT03,2840,5.76,16.3,250,0.52,1469.71,1013,9040
1447379298,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699792,PLANT03,12737,9.302254114,26.33,500,0.52,6591.42,1013,9040
1447269469,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,42789,28.62766399,81.02,100,0.52,22143.39,1013,9040
1447379326,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699792,PLANT03,7821,5.581352469,15.8,0,0.52,4047.38,1013,9040
1447269471,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,20304,13.88360658,39.29,250,0.52,10507.36,1013,9040
1447182454,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,15243,11.16270494,31.59,100,0.52,7888.28,1013,9040
1447379202,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699792,PLANT03,10279,7.441803291,21.06,2000,0.52,5319.4,1013,9040
1447344846,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,1156,6.446666667,18.24,500,0.52,598.23,1013,9040
1447412853,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,1233,6.44,18.23,0,0.52,638.08,1013,9040
1447313127,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699314,PLANT03,1196,6.4,18.11,100,0.52,618.93,1013,9040
1447320656,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699315,PLANT03,19176,51.97976608,147.1,250,0.52,9923.62,1013,9040
1447269470,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699315,PLANT03,5648,16.7085046,47.29,2000,0.52,2922.85,1013,9040
1447182459,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699312,PLANT03,3905,9.471312,26.8,0,0.52,2020.84,1013,9040
1447182461,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,6662,13.33134639,37.73,500,0.52,3447.6,1013,9040
1447410409,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,13116,30.66269278,86.78,500,0.52,6787.55,1013,9040
1447306546,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,1847,3.582836597,10.14,0,0.52,955.83,1013,9040
1447403804,26-05-2013,PORT04,V44_3,4,CRF,0,0,V555555555555555_29,1699795,PLANT03,6694,13.33134639,37.73,100,0.52,3464.16,1013,9040
1447392327,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,3505,7.165673194,20.28,250,0.52,1813.84,1013,9040
1447392329,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,6652,14.33134639,40.56,2000,0.52,3442.42,1013,9040
1447392328,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699795,PLANT03,5125,10.74850979,30.42,0,0.52,2652.2,1013,9040
1447320843,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,5966,8.199930523,23.21,100,0.52,3087.42,1013,9040
1447379299,26-05-2013,PORT04,V44_3,0,CRF,0,0,V555555555555555_29,1699797,PLANT03,4060,5.466620348,15.47,2000,0.52,2101.06,1013,9040
